concept:name,org:resource,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,start_timestamp,time:timestamp,@@duration,case:concept:name,case:variant,case:variant-index,case:creator
Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,2011-01-09 09:14:00-05:00,2011-01-09 09:41:00-05:00,1620.0,52,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,2011-01-10 04:02:00-05:00,2011-01-10 04:45:00-05:00,2580.0,52,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,Clement Duchot,Analyze Quotation Comparison Map,Clement Duchot,Analyze Quotation Comparison Map,Clement Duchot,Analyze Quotation Comparison Map,Clement Duchot,2011-01-10 11:29:00-05:00,2011-01-10 11:36:00-05:00,420.0,52,Variant 2,2,Fluxicon Disco
Choose best option,Kim Passa,Choose best option,Kim Passa,Choose best option,Kim Passa,Choose best option,Kim Passa,2011-01-10 11:36:00-05:00,2011-01-10 11:36:00-05:00,0.0,52,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,2011-01-11 07:14:00-05:00,2011-01-11 21:14:00-05:00,50400.0,52,Variant 2,2,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-01-12 01:27:00-05:00,2011-01-12 01:34:00-05:00,420.0,52,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,Kiu Kan,2011-01-12 11:47:00-05:00,2011-01-12 12:12:00-05:00,1500.0,52,Variant 2,2,Fluxicon Disco
Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,2011-01-14 02:04:00-05:00,2011-01-14 23:51:00-05:00,78420.0,52,Variant 2,2,Fluxicon Disco
Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,2011-01-15 07:43:00-05:00,2011-01-15 07:44:00-05:00,60.0,52,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,2011-01-15 17:54:00-05:00,2011-01-15 17:55:00-05:00,60.0,52,Variant 2,2,Fluxicon Disco
Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,2011-01-17 04:07:00-05:00,2011-01-17 04:07:00-05:00,0.0,52,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-01-17 18:26:00-05:00,2011-01-17 18:29:00-05:00,180.0,52,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-17 18:29:00-05:00,2011-01-17 18:29:00-05:00,0.0,52,Variant 2,2,Fluxicon Disco
Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,2011-01-17 19:11:00-05:00,2011-01-17 19:21:00-05:00,600.0,52,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,2011-01-07 10:04:00-05:00,2011-01-07 10:46:00-05:00,2520.0,53,Variant 2,2,Fluxicon Disco
Create Request for Quotation,Alberto Duport,Create Request for Quotation,Alberto Duport,Create Request for Quotation,Alberto Duport,Create Request for Quotation,Alberto Duport,2011-01-07 15:24:00-05:00,2011-01-07 15:33:00-05:00,540.0,53,Variant 2,2,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-08 02:44:00-05:00,2011-01-08 03:05:00-05:00,1260.0,53,Variant 2,2,Fluxicon Disco
Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,2011-01-09 15:13:00-05:00,2011-01-09 15:41:00-05:00,1680.0,53,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,2011-01-10 04:45:00-05:00,2011-01-10 06:06:00-05:00,4860.0,53,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,2011-01-10 13:03:00-05:00,2011-01-10 13:21:00-05:00,1080.0,53,Variant 2,2,Fluxicon Disco
Choose best option,Anna Kaufmann,Choose best option,Anna Kaufmann,Choose best option,Anna Kaufmann,Choose best option,Anna Kaufmann,2011-01-10 13:21:00-05:00,2011-01-10 13:21:00-05:00,0.0,53,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,2011-01-11 05:46:00-05:00,2011-01-11 11:00:00-05:00,18840.0,53,Variant 2,2,Fluxicon Disco
Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,2011-01-12 03:11:00-05:00,2011-01-12 03:21:00-05:00,600.0,53,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,2011-01-13 00:50:00-05:00,2011-01-13 01:14:00-05:00,1440.0,53,Variant 2,2,Fluxicon Disco
Deliver Goods Services,Kiu Kan,Deliver Goods Services,Kiu Kan,Deliver Goods Services,Kiu Kan,Deliver Goods Services,Kiu Kan,2011-01-14 02:49:00-05:00,2011-01-15 19:37:00-05:00,146880.0,53,Variant 2,2,Fluxicon Disco
Release Purchase Order,Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,2011-01-16 03:06:00-05:00,2011-01-16 03:07:00-05:00,60.0,53,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,2011-01-16 14:35:00-05:00,2011-01-16 14:36:00-05:00,60.0,53,Variant 2,2,Fluxicon Disco
Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,2011-01-17 06:09:00-05:00,2011-01-17 06:09:00-05:00,0.0,53,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,2011-01-17 20:37:00-05:00,2011-01-17 20:41:00-05:00,240.0,53,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-17 20:41:00-05:00,2011-01-17 20:41:00-05:00,0.0,53,Variant 2,2,Fluxicon Disco
Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,2011-01-17 21:33:00-05:00,2011-01-17 21:46:00-05:00,780.0,53,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,2011-01-07 14:59:00-05:00,2011-01-07 15:43:00-05:00,2640.0,54,Variant 8,8,Fluxicon Disco
Create Request for Quotation,Christian Francois,Create Request for Quotation,Christian Francois,Create Request for Quotation,Christian Francois,Create Request for Quotation,Christian Francois,2011-01-07 21:15:00-05:00,2011-01-07 21:25:00-05:00,600.0,54,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-08 01:56:00-05:00,2011-01-08 02:17:00-05:00,1260.0,54,Variant 8,8,Fluxicon Disco
Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,Elvira Lores,2011-01-08 03:08:00-05:00,2011-01-08 03:21:00-05:00,780.0,54,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-08 04:43:00-05:00,2011-01-08 05:11:00-05:00,1680.0,54,Variant 8,8,Fluxicon Disco
Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-09 07:11:00-05:00,2011-01-09 07:32:00-05:00,1260.0,54,Variant 8,8,Fluxicon Disco
Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,2011-01-09 15:51:00-05:00,2011-01-09 19:52:00-05:00,14460.0,54,Variant 8,8,Fluxicon Disco
Analyze Quotation Comparison Map,Immanuel Karagianni,Analyze Quotation Comparison Map,Immanuel Karagianni,Analyze Quotation Comparison Map,Immanuel Karagianni,Analyze Quotation Comparison Map,Immanuel Karagianni,2011-01-10 02:58:00-05:00,2011-01-10 03:17:00-05:00,1140.0,54,Variant 8,8,Fluxicon Disco
Choose best option,Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,Fjodor Kowalski,2011-01-10 03:17:00-05:00,2011-01-10 03:17:00-05:00,0.0,54,Variant 8,8,Fluxicon Disco
Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,2011-01-10 10:20:00-05:00,2011-01-10 16:51:00-05:00,23460.0,54,Variant 8,8,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-01-12 01:19:00-05:00,2011-01-12 01:26:00-05:00,420.0,54,Variant 8,8,Fluxicon Disco
Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,2011-01-12 13:52:00-05:00,2011-01-12 14:21:00-05:00,1740.0,54,Variant 8,8,Fluxicon Disco
Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,2011-01-13 23:27:00-05:00,2011-01-14 22:42:00-05:00,83700.0,54,Variant 8,8,Fluxicon Disco
Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,2011-01-15 06:43:00-05:00,2011-01-15 06:44:00-05:00,60.0,54,Variant 8,8,Fluxicon Disco
Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,2011-01-15 18:04:00-05:00,2011-01-15 18:05:00-05:00,60.0,54,Variant 8,8,Fluxicon Disco
Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,2011-01-18 17:45:00-05:00,2011-01-18 17:45:00-05:00,0.0,54,Variant 8,8,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-01-19 08:01:00-05:00,2011-01-19 08:06:00-05:00,300.0,54,Variant 8,8,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-19 08:06:00-05:00,2011-01-19 08:06:00-05:00,0.0,54,Variant 8,8,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-01-19 08:29:00-05:00,2011-01-19 08:36:00-05:00,420.0,54,Variant 8,8,Fluxicon Disco
Create Purchase Requisition,Miu Hanwan,Create Purchase Requisition,Miu Hanwan,Create Purchase Requisition,Miu Hanwan,Create Purchase Requisition,Miu Hanwan,2011-01-07 19:26:00-05:00,2011-01-07 19:40:00-05:00,840.0,55,Variant 23,23,Fluxicon Disco
Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,2011-01-08 10:54:00-05:00,2011-01-08 11:02:00-05:00,480.0,55,Variant 23,23,Fluxicon Disco
Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,2011-01-08 11:06:00-05:00,2011-01-08 11:08:00-05:00,120.0,55,Variant 23,23,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 05:16:00-05:00,2011-01-12 05:36:00-05:00,1200.0,55,Variant 23,23,Fluxicon Disco
Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 18:37:00-05:00,2011-01-12 18:50:00-05:00,780.0,55,Variant 23,23,Fluxicon Disco
Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,2011-01-13 04:09:00-05:00,2011-01-13 07:07:00-05:00,10680.0,55,Variant 23,23,Fluxicon Disco
Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,2011-01-13 13:33:00-05:00,2011-01-13 14:00:00-05:00,1620.0,55,Variant 23,23,Fluxicon Disco
Choose best option,Clement Duchot,Choose best option,Clement Duchot,Choose best option,Clement Duchot,Choose best option,Clement Duchot,2011-01-13 14:00:00-05:00,2011-01-13 14:00:00-05:00,0.0,55,Variant 23,23,Fluxicon Disco
Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,2011-01-14 01:08:00-05:00,2011-01-14 13:12:00-05:00,43440.0,55,Variant 23,23,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-01-14 18:43:00-05:00,2011-01-14 18:54:00-05:00,660.0,55,Variant 23,23,Fluxicon Disco
Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,2011-01-16 23:44:00-05:00,2011-01-17 00:09:00-05:00,1500.0,55,Variant 23,23,Fluxicon Disco
Deliver Goods Services,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,Carmen Finacse,2011-01-18 21:50:00-05:00,2011-01-20 12:17:00-05:00,138420.0,55,Variant 23,23,Fluxicon Disco
Release Purchase Order,Anne Olwada,Release Purchase Order,Anne Olwada,Release Purchase Order,Anne Olwada,Release Purchase Order,Anne Olwada,2011-01-20 20:05:00-05:00,2011-01-20 20:06:00-05:00,60.0,55,Variant 23,23,Fluxicon Disco
Settle Dispute With Supplier,Francois de Perrier,Settle Dispute With Supplier,Francois de Perrier,Settle Dispute With Supplier,Francois de Perrier,Settle Dispute With Supplier,Francois de Perrier,2011-01-21 01:29:00-05:00,2011-01-21 10:57:00-05:00,34080.0,55,Variant 23,23,Fluxicon Disco
Release Purchase Order,Tesca Lobes,Release Purchase Order,Tesca Lobes,Release Purchase Order,Tesca Lobes,Release Purchase Order,Tesca Lobes,2011-01-21 18:49:00-05:00,2011-01-21 18:50:00-05:00,60.0,55,Variant 23,23,Fluxicon Disco
Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,2011-01-21 23:25:00-05:00,2011-01-21 23:26:00-05:00,60.0,55,Variant 23,23,Fluxicon Disco
Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,2011-01-22 07:39:00-05:00,2011-01-22 07:39:00-05:00,0.0,55,Variant 23,23,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-01-22 21:57:00-05:00,2011-01-22 22:01:00-05:00,240.0,55,Variant 23,23,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-22 22:02:00-05:00,2011-01-22 22:02:00-05:00,0.0,55,Variant 23,23,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-01-22 22:49:00-05:00,2011-01-22 22:54:00-05:00,300.0,55,Variant 23,23,Fluxicon Disco
Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,2011-01-07 20:35:00-05:00,2011-01-07 21:30:00-05:00,3300.0,56,Variant 7,7,Fluxicon Disco
Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,2011-01-08 18:32:00-05:00,2011-01-08 18:37:00-05:00,300.0,56,Variant 7,7,Fluxicon Disco
Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,2011-01-08 18:43:00-05:00,2011-01-08 18:45:00-05:00,120.0,56,Variant 7,7,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-01-09 02:02:00-05:00,2011-01-09 02:34:00-05:00,1920.0,56,Variant 7,7,Fluxicon Disco
Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-09 17:14:00-05:00,2011-01-09 17:48:00-05:00,2040.0,56,Variant 7,7,Fluxicon Disco
